source_dataset	dataset_role	source_row_index	id	word	subset	p_candidate_count	p_prime_candidate_count	exact_overlap_count	exact_overlap_jaccard	p_win_rate	p_weighted_win_rate	p_mean_advantage	p_weighted_advantage	p_top1_win	p_top1_advantage	p_prime_win_rate	p_prime_weighted_win_rate	p_prime_mean_advantage	p_prime_weighted_advantage	p_prime_top1_win	p_prime_top1_advantage	both_mean_advantages_positive	both_top1_own_context_wins
just	discourse_particle	0	1157	just	h	50	50	10	0.1111111111111111	0.02	4.167198462361916e-05	-5.688710465431213	-4.699323569193437	0.0	-6.63129985332489	1.0	1.0	7.761434669494629	7.735104915959361	1.0	9.224473714828491	False	False
just	discourse_particle	1	5467	just	h	50	50	12	0.13636363636363635	0.64	0.7862342459332915	0.6119814443588257	0.39866625371063935	1.0	0.6043119430541992	0.82	0.5856903142284295	1.3212653946876527	0.21106538136119926	1.0	0.840611457824707	True	True
just	discourse_particle	2	2485	just	h	50	50	4	0.041666666666666664	0.0	0.0	-1.855487172603607	-1.7408460736274907	0.0	-2.364744544029236	1.0	1.0	2.113608818054199	2.2107829593176342	1.0	2.1945087909698486	False	False
just	discourse_particle	3	2798	just	h	50	50	3	0.030927835051546393	0.92	0.9999999987495571	5.984992482662201	7.6022235580786095	1.0	6.009982466697693	0.84	0.9996812698894871	4.392420086860657	6.42343013738459	0.0	-0.5240249633789062	True	False
just	discourse_particle	4	1627	just	h	50	50	3	0.030927835051546393	0.42	0.08487605905123435	-0.10941067457199097	-0.5383585613136253	1.0	0.7081120014190674	0.7	0.994043614652372	0.6046199131011963	1.1386380735112422	0.0	-0.9627666473388672	False	False
just	discourse_particle	5	4508	just	h	50	50	0	0.0	0.14	0.00035606930942574315	-2.6187919044494627	-4.262125086676583	0.0	-1.5734529495239258	1.0	1.0	5.875363004207611	4.53997197057079	1.0	6.595705509185791	False	False
just	discourse_particle	6	638	just	h	50	50	16	0.19047619047619047	0.0	0.0	-2.2863649010658262	-2.285860765600808	0.0	-2.1516191959381104	1.0	1.0	2.3875949931144715	2.5668508389474587	1.0	3.165430784225464	False	False
just	discourse_particle	7	8659	just	h	50	50	20	0.25	0.0	0.0	-0.5653309035301208	-0.4706204492110375	0.0	-0.309354305267334	0.98	0.007109050976897727	0.6280083799362183	-0.10403611402846341	1.0	1.2703561782836914	False	False
just	discourse_particle	8	6078	just	h	50	50	4	0.041666666666666664	0.62	0.9999999998723422	0.8543087005615234	3.404570765455079	0.0	-0.8013458251953125	0.86	0.9999999985178057	0.8455219411849976	0.6749479709081958	0.0	-1.0447694063186646	True	False
just	discourse_particle	9	9954	just	h	50	50	7	0.07526881720430108	0.24	0.10449500368528476	-0.30324368953704833	-0.34432244710208415	0.0	-0.1844692230224609	0.84	0.9230152303962802	0.43815805435180666	0.4329408609347536	1.0	1.0150370597839355	False	False
just	discourse_particle	10	5138	just	h	50	50	3	0.030927835051546393	0.8	0.6417816149802344	1.1623535776138305	0.9953061240978446	1.0	0.8211528062820435	0.54	0.7398673324348921	0.4591285514831543	0.565737603173131	0.0	-0.4460835456848144	True	False
just	discourse_particle	11	498	just	h	50	50	7	0.07526881720430108	0.76	0.9964614556354299	0.9836175084114075	1.1223566574786024	1.0	0.1490020751953125	0.52	0.3180495686597675	-0.09788912773132324	-0.6280133307024445	0.0	-0.3782069683074951	False	False
just	discourse_particle	12	7769	just	h	50	50	24	0.3157894736842105	0.02	2.540773462545939e-07	-2.0269350242614745	-2.65612538954384	0.0	-1.602441906929016	1.0	1.0	2.3180390405654907	2.368728046310855	1.0	1.5711997747421265	False	False
just	discourse_particle	13	12718	just	h	50	50	8	0.08695652173913043	0.92	0.9999999962490334	1.9748753166198731	2.3913603271233193	1.0	2.010435700416565	0.14	1.5861595076468566e-08	-0.7932780146598816	-0.3104681185304445	1.0	0.2973634004592895	False	True
just	discourse_particle	14	8242	just	h	50	50	23	0.2987012987012987	0.52	6.156202832204325e-06	0.13937042474746705	-1.0085992652660751	0.0	-0.039027452468872	0.52	0.9999979953233524	-0.053537166118621825	0.3266985065606915	1.0	0.4495059251785278	False	False
just	discourse_particle	15	8890	just	h	50	50	2	0.02040816326530612	0.76	0.985332780910237	0.2999830603599548	0.05502818048112475	1.0	0.5343284606933594	0.36	0.0019408615596405413	-0.05541634321212768	-0.7169379517445222	0.0	-0.5343284606933594	False	False
just	discourse_particle	16	10613	just	h	50	50	17	0.20481927710843373	1.0	1.0	1.2107247185707093	0.973220796560582	1.0	0.2039939165115356	0.1	0.027531886243179135	-0.8080994749069214	-0.696343986516597	0.0	-1.064151167869568	False	False
just	discourse_particle	17	6323	just	h	50	50	3	0.030927835051546393	0.98	0.9999119566536838	0.8100763058662415	0.43307303452771195	1.0	0.9307572841644288	0.04	2.9405029702045775e-05	-0.7866624927520752	-0.16170197112241652	0.0	-1.232372522354126	False	False
just	discourse_particle	18	4012	just	h	50	50	1	0.010101010101010102	0.08	0.11679187369882159	-0.944481348991394	-0.6974939053838151	0.0	-1.2178417444229126	1.0	1.0	1.6297692012786866	1.8336106176097269	1.0	2.786376953125	False	False
just	discourse_particle	19	9268	just	h	50	50	9	0.0989010989010989	0.0	0.0	-3.0545622873306275	-3.3339671021079926	0.0	-2.9605449438095093	1.0	1.0	3.3021585512161256	3.4819001946344317	1.0	3.041023969650269	False	False
just	discourse_particle	20	788	just	h	50	50	2	0.02040816326530612	0.48	0.3957738254121382	-0.006901314258575439	-0.017281630095298338	1.0	0.1196006536483764	0.68	0.8379870423045467	0.1483987545967102	0.22200886073880646	1.0	0.0985001325607299	False	True
just	discourse_particle	21	5758	just	h	50	50	6	0.06382978723404255	0.04	6.508961373035492e-16	-2.1956839084625246	-2.096620264692813	0.0	-2.688639283180237	1.0	1.0	3.8078065752983092	3.7260091382923886	1.0	2.761735320091248	False	False
just	discourse_particle	22	7873	just	h	50	50	0	0.0	0.9	0.9368618626984369	1.7995036816596985	0.4093232413637709	1.0	1.6587172746658323	0.64	0.3962275924642914	0.28792610406875613	-0.42257409156622694	1.0	2.5691853761672974	True	True
just	discourse_particle	23	2141	just	h	50	50	6	0.06382978723404255	0.76	0.999948236794041	0.6029621052742005	1.2334967129668273	1.0	0.8009357452392578	0.56	0.7914951930554714	0.05003496408462525	0.12317039767019478	0.0	-0.458179235458374	True	False
just	discourse_particle	24	5388	just	h	50	50	8	0.08695652173913043	1.0	1.0	2.7645452189445496	2.8567822493654718	1.0	2.812100529670716	0.02	0.007943950959974485	-2.262252345085144	-0.9171728965635453	0.0	-2.296782255172729	False	False
just	discourse_particle	25	1001	just	h	50	50	2	0.02040816326530612	0.82	0.9999815258150045	1.490593011379242	1.2081840075157795	1.0	4.420660018920898	0.28	0.000569427223788731	-0.5728246116638184	-0.7202155639391236	1.0	0.3204871416091919	False	True
just	discourse_particle	26	9687	just	h	50	50	11	0.12359550561797752	0.4	0.9795883084667488	-0.04437603712081909	0.9197604356118451	0.0	-0.4164049625396728	0.66	0.39002772122847795	0.2350347352027893	0.01862849521974743	1.0	0.2405396699905395	False	False
just	discourse_particle	27	6768	just	h	50	50	4	0.041666666666666664	0.16	0.2709691744559218	-1.4328532886505128	-1.0827891686493325	0.0	-2.264593005180359	0.98	0.9998981856758458	2.797705497741699	3.4440167741840604	1.0	2.947809934616089	False	False
just	discourse_particle	28	12662	just	h	50	50	17	0.20481927710843373	0.08	0.007094330810074514	-2.400788941383362	-1.9228572755952231	0.0	-3.452162504196167	0.98	0.9999999997427094	3.990893223285675	4.829600035942643	1.0	6.112822532653809	False	False
just	discourse_particle	29	1461	just	h	50	50	2	0.02040816326530612	0.42	0.16581482714110973	-0.042501463890075704	-1.3873532501782446	0.0	-1.393679976463318	0.94	0.9999999932572432	1.6529867815971375	2.534253240614622	1.0	1.1862664222717283	False	False
just	discourse_particle	30	10555	just	h	50	50	12	0.13636363636363635	0.34	0.09654785956918349	-0.09974936246871949	-0.037845983650224256	0.0	-0.1556109189987182	0.8	0.5158251141729976	0.227416729927063	0.04504336708469752	1.0	0.2654762268066406	False	False
just	discourse_particle	31	2164	just	h	50	50	0	0.0	0.08	2.4445453274285734e-05	-0.7199814057350159	-0.5489636766987505	1.0	0.4771692752838135	0.9	0.9997503180190576	0.8341439294815064	1.066130124216891	1.0	0.3678805828094482	False	True
just	discourse_particle	32	6675	just	h	50	50	8	0.08695652173913043	0.8	0.32340809486477895	0.5877714371681213	0.0788400293108043	1.0	1.120694637298584	0.38	0.644562145607356	-0.23683804035186767	0.3009495610484033	1.0	0.5225105285644531	False	True
just	discourse_particle	33	8011	just	h	50	50	2	0.02040816326530612	1.0	1.0	1.8089254903793335	1.6505642800410045	1.0	1.8436279296875	0.02	1.6952257001456342e-08	-1.5648218083381653	-1.5372948329116056	0.0	-1.5564570426940918	False	False
just	discourse_particle	34	3966	just	h	50	50	2	0.02040816326530612	1.0	1.0	2.106413424015045	1.8056673331942132	1.0	2.5949745178222656	0.32	0.0003644092263084105	-0.2206871485710144	-1.44461813493814	1.0	0.4485824108123779	False	True
just	discourse_particle	35	2438	just	h	50	50	5	0.05263157894736842	0.46	0.006438139975075366	-0.18393923282623292	-1.589575581047083	0.0	-0.1279879808425903	0.76	0.9999067496940934	0.8079291462898255	2.0849563983524924	0.0	-0.0132527351379394	False	False
just	discourse_particle	36	3236	just	h	50	50	13	0.14942528735632185	0.6	0.9111219128103007	1.553768389225006	3.1656757923398775	0.0	-1.1246832609176636	0.96	0.9999999999999998	1.241996009349823	1.186541955355022	1.0	1.2559046745300293	True	False
just	discourse_particle	37	1907	just	h	50	50	2	0.02040816326530612	0.98	0.9999999999939603	2.0330958461761472	0.09316204528202741	1.0	4.2496185302734375	0.52	0.005000201181275695	0.03057485818862915	-0.08843118657644287	1.0	0.498873233795166	True	True
just	discourse_particle	38	2717	just	h	50	50	1	0.010101010101010102	1.0	1.0	3.589326946735382	3.32872565911369	1.0	1.889986276626587	0.16	0.006029157693005829	-1.3268088459968568	-1.7112065926461115	0.0	-1.938538670539856	False	False
